missing;day_number;year;CODE;sv_date_from_db;temp;station;Tidsutsnitt:;;;;
;023;1989;1989023;23.01.1989;0.8;Hemse;;;;;
;024;1989;1989024;24.01.1989;4.7;Hemse;;;;;
;025;1989;1989025;25.01.1989;2.7;Hemse;;;;;
;026;1989;1989026;26.01.1989;1.2;Hemse;;;;;
;027;1989;1989027;27.01.1989;2.1;Hemse;;;;;
;028;1989;1989028;28.01.1989;4.2;Hemse;;;;;
;029;1989;1989029;29.01.1989;3.2;Hemse;;;;;
;030;1989;1989030;30.01.1989;5.5;Hemse;;;;;
;031;1989;1989031;31.01.1989;3.5;Hemse;;;;;
;032;1989;1989032;01.02.1989;3.5;Hemse;;;;;
;033;1989;1989033;02.02.1989;4.3;Hemse;;;;;
;034;1989;1989034;03.02.1989;4.7;Hemse;;;;;
;035;1989;1989035;04.02.1989;4.2;Hemse;;;;;
;036;1989;1989036;05.02.1989;4.1;Hemse;;;;;
;037;1989;1989037;06.02.1989;5.6;Hemse;;;;;
;038;1989;1989038;07.02.1989;7.4;Hemse;;;;;
;039;1989;1989039;08.02.1989;2.9;Hemse;;;;;
;040;1989;1989040;09.02.1989;0.3;Hemse;;;;;
;041;1989;1989041;10.02.1989;2.1;Hemse;;;;;
;042;1989;1989042;11.02.1989;3.3;Hemse;;;;;
;043;1989;1989043;12.02.1989;2.3;Hemse;;;;;
;044;1989;1989044;13.02.1989;1.9;Hemse;;;;;
;045;1989;1989045;14.02.1989;2;Hemse;;;;;
;046;1989;1989046;15.02.1989;1.1;Hemse;;;;;
;047;1989;1989047;16.02.1989;1.6;Hemse;;;;;
;048;1989;1989048;17.02.1989;-2.2;Hemse;;;;;
;049;1989;1989049;18.02.1989;-2.3;Hemse;;;;;
;050;1989;1989050;19.02.1989;3.9;Hemse;;;;;
;051;1989;1989051;20.02.1989;2.1;Hemse;;;;;
;052;1989;1989052;21.02.1989;2.2;Hemse;;;;;
;053;1989;1989053;22.02.1989;1.8;Hemse;;;;;
;054;1989;1989054;23.02.1989;1.4;Hemse;;;;;
;055;1989;1989055;24.02.1989;1.7;Hemse;;;;;
;056;1989;1989056;25.02.1989;3.1;Hemse;;;;;
;057;1989;1989057;26.02.1989;5.7;Hemse;;;;;
;058;1989;1989058;27.02.1989;3.2;Hemse;;;;;
;059;1989;1989059;28.02.1989;2.6;Hemse;;;;;
;060;1989;1989060;01.03.1989;2.5;Hemse;;;;;
;061;1989;1989061;02.03.1989;2.1;Hemse;;;;;
;062;1989;1989062;03.03.1989;3.6;Hemse;;;;;
;063;1989;1989063;04.03.1989;2.5;Hemse;;;;;
;064;1989;1989064;05.03.1989;3.4;Hemse;;;;;
;065;1989;1989065;06.03.1989;1;Hemse;;;;;
;066;1989;1989066;07.03.1989;0;Hemse;;;;;
;067;1989;1989067;08.03.1989;-0.5;Hemse;;;;;
;068;1989;1989068;09.03.1989;0;Hemse;;;;;
;069;1989;1989069;10.03.1989;2.3;Hemse;;;;;
;070;1989;1989070;11.03.1989;4.3;Hemse;;;;;
;071;1989;1989071;12.03.1989;2.7;Hemse;;;;;
;072;1989;1989072;13.03.1989;2.7;Hemse;;;;;
;073;1989;1989073;14.03.1989;4.1;Hemse;;;;;
;074;1989;1989074;15.03.1989;3.4;Hemse;;;;;
;075;1989;1989075;16.03.1989;3.1;Hemse;;;;;
;076;1989;1989076;17.03.1989;1.6;Hemse;;;;;
;077;1989;1989077;18.03.1989;2.2;Hemse;;;;;
;078;1989;1989078;19.03.1989;4.2;Hemse;;;;;
;079;1989;1989079;20.03.1989;5.2;Hemse;;;;;
;080;1989;1989080;21.03.1989;5.7;Hemse;;;;;
;081;1989;1989081;22.03.1989;4.1;Hemse;;;;;
;082;1989;1989082;23.03.1989;4.3;Hemse;;;;;
;083;1989;1989083;24.03.1989;2.6;Hemse;;;;;
;084;1989;1989084;25.03.1989;4.8;Hemse;;;;;
;085;1989;1989085;26.03.1989;2;Hemse;;;;;
;086;1989;1989086;27.03.1989;3.1;Hemse;;;;;
;087;1989;1989087;28.03.1989;6.9;Hemse;;;;;
;088;1989;1989088;29.03.1989;5.1;Hemse;;;;;
;089;1989;1989089;30.03.1989;4.2;Hemse;;;;;
;090;1989;1989090;31.03.1989;4.5;Hemse;;;;;
;091;1989;1989091;01.04.1989;0.2;Hemse;;;;;
;092;1989;1989092;02.04.1989;-1.7;Hemse;;;;;
;093;1989;1989093;03.04.1989;-3.9;Hemse;;;;;
;094;1989;1989094;04.04.1989;-2.2;Hemse;;;;;
;095;1989;1989095;05.04.1989;1;Hemse;;;;;
;096;1989;1989096;06.04.1989;2.2;Hemse;;;;;
;097;1989;1989097;07.04.1989;3.3;Hemse;;;;;
;098;1989;1989098;08.04.1989;2.9;Hemse;;;;;
;099;1989;1989099;09.04.1989;4.7;Hemse;;;;;
;100;1989;1989100;10.04.1989;4.4;Hemse;;;;;
;101;1989;1989101;11.04.1989;4.9;Hemse;;;;;
;102;1989;1989102;12.04.1989;9.7;Hemse;;;;;
;103;1989;1989103;13.04.1989;10.7;Hemse;;;;;
;104;1989;1989104;14.04.1989;11.9;Hemse;;;;;
;105;1989;1989105;15.04.1989;9.4;Hemse;;;;;
;106;1989;1989106;16.04.1989;3.4;Hemse;;;;;
;107;1989;1989107;17.04.1989;1.8;Hemse;;;;;
;108;1989;1989108;18.04.1989;2;Hemse;;;;;
;109;1989;1989109;19.04.1989;3.3;Hemse;;;;;
;110;1989;1989110;20.04.1989;3.9;Hemse;;;;;
;111;1989;1989111;21.04.1989;5.2;Hemse;;;;;
;112;1989;1989112;22.04.1989;5.6;Hemse;;;;;
;113;1989;1989113;23.04.1989;4.7;Hemse;;;;;
;114;1989;1989114;24.04.1989;1.6;Hemse;;;;;
;115;1989;1989115;25.04.1989;6.8;Hemse;;;;;
;116;1989;1989116;26.04.1989;11.1;Hemse;;;;;
;117;1989;1989117;27.04.1989;8.4;Hemse;;;;;
;118;1989;1989118;28.04.1989;8.7;Hemse;;;;;
;119;1989;1989119;29.04.1989;6.1;Hemse;;;;;
;120;1989;1989120;30.04.1989;5.6;Hemse;;;;;
;121;1989;1989121;01.05.1989;4.6;Hemse;;;;;
;122;1989;1989122;02.05.1989;7.5;Hemse;;;;;
;123;1989;1989123;03.05.1989;7.9;Hemse;;;;;
;124;1989;1989124;04.05.1989;8.6;Hemse;;;;;
;125;1989;1989125;05.05.1989;8.5;Hemse;;;;;
;126;1989;1989126;06.05.1989;5.7;Hemse;;;;;
;127;1989;1989127;07.05.1989;8.6;Hemse;;;;;
;128;1989;1989128;08.05.1989;7.3;Hemse;;;;;
;129;1989;1989129;09.05.1989;9;Hemse;;;;;
;130;1989;1989130;10.05.1989;7.2;Hemse;;;;;
;131;1989;1989131;11.05.1989;7.6;Hemse;;;;;
;132;1989;1989132;12.05.1989;5.9;Hemse;;;;;
;133;1989;1989133;13.05.1989;10.3;Hemse;;;;;
;134;1989;1989134;14.05.1989;9.5;Hemse;;;;;
;135;1989;1989135;15.05.1989;9.6;Hemse;;;;;
;136;1989;1989136;16.05.1989;9.9;Hemse;;;;;
;137;1989;1989137;17.05.1989;12.1;Hemse;;;;;
;138;1989;1989138;18.05.1989;10.1;Hemse;;;;;
;139;1989;1989139;19.05.1989;12.3;Hemse;;;;;
;140;1989;1989140;20.05.1989;13.1;Hemse;;;;;
;141;1989;1989141;21.05.1989;7.8;Hemse;;;;;
;142;1989;1989142;22.05.1989;10.1;Hemse;;;;;
;143;1989;1989143;23.05.1989;12.1;Hemse;;;;;
;144;1989;1989144;24.05.1989;14.7;Hemse;;;;;
;145;1989;1989145;25.05.1989;13.3;Hemse;;;;;
;146;1989;1989146;26.05.1989;15.5;Hemse;;;;;
;147;1989;1989147;27.05.1989;11;Hemse;;;;;
;148;1989;1989148;28.05.1989;8.8;Hemse;;;;;
;149;1989;1989149;29.05.1989;10.3;Hemse;;;;;
;150;1989;1989150;30.05.1989;8.8;Hemse;;;;;
;151;1989;1989151;31.05.1989;9.9;Hemse;;;;;
;152;1989;1989152;01.06.1989;10;Hemse;;;;;
;153;1989;1989153;02.06.1989;9.8;Hemse;;;;;
;154;1989;1989154;03.06.1989;9.5;Hemse;;;;;
;155;1989;1989155;04.06.1989;11.5;Hemse;;;;;
;156;1989;1989156;05.06.1989;9.9;Hemse;;;;;
;157;1989;1989157;06.06.1989;11.8;Hemse;;;;;
;158;1989;1989158;07.06.1989;11.3;Hemse;;;;;
;159;1989;1989159;08.06.1989;12.6;Hemse;;;;;
;160;1989;1989160;09.06.1989;11.1;Hemse;;;;;
;161;1989;1989161;10.06.1989;11.2;Hemse;;;;;
;162;1989;1989162;11.06.1989;11.9;Hemse;;;;;
;163;1989;1989163;12.06.1989;11.1;Hemse;;;;;
;164;1989;1989164;13.06.1989;10.2;Hemse;;;;;
;165;1989;1989165;14.06.1989;9.2;Hemse;;;;;
;166;1989;1989166;15.06.1989;11;Hemse;;;;;
;167;1989;1989167;16.06.1989;12.4;Hemse;;;;;
;168;1989;1989168;17.06.1989;16.2;Hemse;;;;;
;169;1989;1989169;18.06.1989;12.9;Hemse;;;;;
;170;1989;1989170;19.06.1989;15.5;Hemse;;;;;
;171;1989;1989171;20.06.1989;15.6;Hemse;;;;;
;172;1989;1989172;21.06.1989;17.6;Hemse;;;;;
;173;1989;1989173;22.06.1989;15.7;Hemse;;;;;
;174;1989;1989174;23.06.1989;17.4;Hemse;;;;;
;175;1989;1989175;24.06.1989;18.5;Hemse;;;;;
;176;1989;1989176;25.06.1989;14.6;Hemse;;;;;
;177;1989;1989177;26.06.1989;18.5;Hemse;;;;;
;178;1989;1989178;27.06.1989;19;Hemse;;;;;
;179;1989;1989179;28.06.1989;18.4;Hemse;;;;;
;180;1989;1989180;29.06.1989;15.8;Hemse;;;;;
;181;1989;1989181;30.06.1989;14.1;Hemse;;;;;
;182;1989;1989182;01.07.1989;12;Hemse;;;;;
;183;1989;1989183;02.07.1989;12.7;Hemse;;;;;
;184;1989;1989184;03.07.1989;14;Hemse;;;;;
;185;1989;1989185;04.07.1989;17;Hemse;;;;;
;186;1989;1989186;05.07.1989;20.2;Hemse;;;;;
;187;1989;1989187;06.07.1989;17.4;Hemse;;;;;
;188;1989;1989188;07.07.1989;19.1;Hemse;;;;;
;189;1989;1989189;08.07.1989;20.8;Hemse;;;;;
;190;1989;1989190;09.07.1989;21.8;Hemse;;;;;
;191;1989;1989191;10.07.1989;21.2;Hemse;;;;;
;192;1989;1989192;11.07.1989;18;Hemse;;;;;
;193;1989;1989193;12.07.1989;17.1;Hemse;;;;;
;194;1989;1989194;13.07.1989;17.8;Hemse;;;;;
;195;1989;1989195;14.07.1989;13.9;Hemse;;;;;
;196;1989;1989196;15.07.1989;13.8;Hemse;;;;;
;197;1989;1989197;16.07.1989;12.6;Hemse;;;;;
;198;1989;1989198;17.07.1989;12.6;Hemse;;;;;
;199;1989;1989199;18.07.1989;9.7;Hemse;;;;;
;200;1989;1989200;19.07.1989;11.2;Hemse;;;;;
;201;1989;1989201;20.07.1989;11.1;Hemse;;;;;
;202;1989;1989202;21.07.1989;13;Hemse;;;;;
;203;1989;1989203;22.07.1989;16.1;Hemse;;;;;
;204;1989;1989204;23.07.1989;15.8;Hemse;;;;;
;205;1989;1989205;24.07.1989;17.2;Hemse;;;;;
;206;1989;1989206;25.07.1989;15.1;Hemse;;;;;
;207;1989;1989207;26.07.1989;15.3;Hemse;;;;;
;208;1989;1989208;27.07.1989;17.5;Hemse;;;;;
;209;1989;1989209;28.07.1989;16.4;Hemse;;;;;
;210;1989;1989210;29.07.1989;15.9;Hemse;;;;;
;211;1989;1989211;30.07.1989;19.3;Hemse;;;;;
;212;1989;1989212;31.07.1989;16.6;Hemse;;;;;
;213;1989;1989213;01.08.1989;14.7;Hemse;;;;;
;214;1989;1989214;02.08.1989;12.7;Hemse;;;;;
;215;1989;1989215;03.08.1989;13.3;Hemse;;;;;
;216;1989;1989216;04.08.1989;13.9;Hemse;;;;;
;217;1989;1989217;05.08.1989;13.8;Hemse;;;;;
;218;1989;1989218;06.08.1989;12.6;Hemse;;;;;
;219;1989;1989219;07.08.1989;16;Hemse;;;;;
;220;1989;1989220;08.08.1989;14.5;Hemse;;;;;
;221;1989;1989221;09.08.1989;14.1;Hemse;;;;;
;222;1989;1989222;10.08.1989;16.1;Hemse;;;;;
;223;1989;1989223;11.08.1989;17.7;Hemse;;;;;
;224;1989;1989224;12.08.1989;15;Hemse;;;;;
;225;1989;1989225;13.08.1989;15.4;Hemse;;;;;
;226;1989;1989226;14.08.1989;15.2;Hemse;;;;;
;227;1989;1989227;15.08.1989;16.8;Hemse;;;;;
;228;1989;1989228;16.08.1989;19.7;Hemse;;;;;
;229;1989;1989229;17.08.1989;18.2;Hemse;;;;;
;230;1989;1989230;18.08.1989;16.4;Hemse;;;;;
;231;1989;1989231;19.08.1989;15.5;Hemse;;;;;
;232;1989;1989232;20.08.1989;17.2;Hemse;;;;;
;233;1989;1989233;21.08.1989;20;Hemse;;;;;
;234;1989;1989234;22.08.1989;14.8;Hemse;;;;;
;235;1989;1989235;23.08.1989;15.2;Hemse;;;;;
;236;1989;1989236;24.08.1989;14.5;Hemse;;;;;
;237;1989;1989237;25.08.1989;12;Hemse;;;;;
;238;1989;1989238;26.08.1989;11.9;Hemse;;;;;
;239;1989;1989239;27.08.1989;10;Hemse;;;;;
;240;1989;1989240;28.08.1989;11.3;Hemse;;;;;
;241;1989;1989241;29.08.1989;9.7;Hemse;;;;;
;242;1989;1989242;30.08.1989;9.6;Hemse;;;;;
;243;1989;1989243;31.08.1989;10.1;Hemse;;;;;
;244;1989;1989244;01.09.1989;13.2;Hemse;;;;;
;245;1989;1989245;02.09.1989;10.8;Hemse;;;;;
;246;1989;1989246;03.09.1989;12.1;Hemse;;;;;
;247;1989;1989247;04.09.1989;10.4;Hemse;;;;;
;248;1989;1989248;05.09.1989;10.8;Hemse;;;;;
;249;1989;1989249;06.09.1989;13.2;Hemse;;;;;
;250;1989;1989250;07.09.1989;11.8;Hemse;;;;;
;251;1989;1989251;08.09.1989;14.8;Hemse;;;;;
;252;1989;1989252;09.09.1989;13.5;Hemse;;;;;
;253;1989;1989253;10.09.1989;13.4;Hemse;;;;;
;254;1989;1989254;11.09.1989;8.5;Hemse;;;;;
;255;1989;1989255;12.09.1989;8.4;Hemse;;;;;
;256;1989;1989256;13.09.1989;11.4;Hemse;;;;;
;257;1989;1989257;14.09.1989;12.7;Hemse;;;;;
;258;1989;1989258;15.09.1989;13.1;Hemse;;;;;
;259;1989;1989259;16.09.1989;12.1;Hemse;;;;;
;260;1989;1989260;17.09.1989;14;Hemse;;;;;
;261;1989;1989261;18.09.1989;11.9;Hemse;;;;;
;262;1989;1989262;19.09.1989;14.8;Hemse;;;;;
;263;1989;1989263;20.09.1989;14.8;Hemse;;;;;
;264;1989;1989264;21.09.1989;13.4;Hemse;;;;;
;265;1989;1989265;22.09.1989;14.6;Hemse;;;;;
;266;1989;1989266;23.09.1989;13.6;Hemse;;;;;
;267;1989;1989267;24.09.1989;14.3;Hemse;;;;;
;268;1989;1989268;25.09.1989;12.3;Hemse;;;;;
;269;1989;1989269;26.09.1989;11.7;Hemse;;;;;
;270;1989;1989270;27.09.1989;13.9;Hemse;;;;;
;271;1989;1989271;28.09.1989;13;Hemse;;;;;
;272;1989;1989272;29.09.1989;9.4;Hemse;;;;;
;273;1989;1989273;30.09.1989;8.7;Hemse;;;;;
;274;1989;1989274;01.10.1989;7.6;Hemse;;;;;
;275;1989;1989275;02.10.1989;8.4;Hemse;;;;;
;276;1989;1989276;03.10.1989;5.8;Hemse;;;;;
;277;1989;1989277;04.10.1989;5.9;Hemse;;;;;
;278;1989;1989278;05.10.1989;7.4;Hemse;;;;;
;279;1989;1989279;06.10.1989;9.2;Hemse;;;;;
;280;1989;1989280;07.10.1989;9.5;Hemse;;;;;
;281;1989;1989281;08.10.1989;6.2;Hemse;;;;;
;282;1989;1989282;09.10.1989;7;Hemse;;;;;
;283;1989;1989283;10.10.1989;7.6;Hemse;;;;;
;284;1989;1989284;11.10.1989;6.5;Hemse;;;;;
;285;1989;1989285;12.10.1989;5.1;Hemse;;;;;
;286;1989;1989286;13.10.1989;8.9;Hemse;;;;;
;287;1989;1989287;14.10.1989;7.1;Hemse;;;;;
;288;1989;1989288;15.10.1989;3.1;Hemse;;;;;
;289;1989;1989289;16.10.1989;7.3;Hemse;;;;;
;290;1989;1989290;17.10.1989;10.6;Hemse;;;;;
;291;1989;1989291;18.10.1989;10.3;Hemse;;;;;
;292;1989;1989292;19.10.1989;11.2;Hemse;;;;;
;293;1989;1989293;20.10.1989;11.3;Hemse;;;;;
;294;1989;1989294;21.10.1989;12.2;Hemse;;;;;
;295;1989;1989295;22.10.1989;13.7;Hemse;;;;;
;296;1989;1989296;23.10.1989;13.4;Hemse;;;;;
;297;1989;1989297;24.10.1989;10.5;Hemse;;;;;
;298;1989;1989298;25.10.1989;10.9;Hemse;;;;;
;299;1989;1989299;26.10.1989;10.5;Hemse;;;;;
;300;1989;1989300;27.10.1989;5.2;Hemse;;;;;
;301;1989;1989301;28.10.1989;7.8;Hemse;;;;;
;302;1989;1989302;29.10.1989;9.1;Hemse;;;;;
;303;1989;1989303;30.10.1989;9;Hemse;;;;;
;304;1989;1989304;31.10.1989;7.4;Hemse;;;;;
;305;1989;1989305;01.11.1989;7.4;Hemse;;;;;
;306;1989;1989306;02.11.1989;6.5;Hemse;;;;;
;307;1989;1989307;03.11.1989;7.6;Hemse;;;;;
;308;1989;1989308;04.11.1989;8.6;Hemse;;;;;
;309;1989;1989309;05.11.1989;7.7;Hemse;;;;;
;310;1989;1989310;06.11.1989;8.1;Hemse;;;;;
;311;1989;1989311;07.11.1989;9.5;Hemse;;;;;
;312;1989;1989312;08.11.1989;5.5;Hemse;;;;;
;313;1989;1989313;09.11.1989;7;Hemse;;;;;
;314;1989;1989314;10.11.1989;6.7;Hemse;;;;;
;315;1989;1989315;11.11.1989;7.8;Hemse;;;;;
;316;1989;1989316;12.11.1989;7.6;Hemse;;;;;
;317;1989;1989317;13.11.1989;4.2;Hemse;;;;;
;318;1989;1989318;14.11.1989;5.4;Hemse;;;;;
;319;1989;1989319;15.11.1989;4.1;Hemse;;;;;
;320;1989;1989320;16.11.1989;0.4;Hemse;;;;;
;321;1989;1989321;17.11.1989;1;Hemse;;;;;
;322;1989;1989322;18.11.1989;2.2;Hemse;;;;;
;323;1989;1989323;19.11.1989;4.7;Hemse;;;;;
;324;1989;1989324;20.11.1989;3.5;Hemse;;;;;
;325;1989;1989325;21.11.1989;1.8;Hemse;;;;;
;326;1989;1989326;22.11.1989;0.1;Hemse;;;;;
;327;1989;1989327;23.11.1989;-2.4;Hemse;;;;;
;328;1989;1989328;24.11.1989;-5.7;Hemse;;;;;
;329;1989;1989329;25.11.1989;-6.9;Hemse;;;;;
;330;1989;1989330;26.11.1989;-1.8;Hemse;;;;;
;331;1989;1989331;27.11.1989;-1.8;Hemse;;;;;
;332;1989;1989332;28.11.1989;-2;Hemse;;;;;
;333;1989;1989333;29.11.1989;-2.7;Hemse;;;;;
;334;1989;1989334;30.11.1989;-1.8;Hemse;;;;;
;335;1989;1989335;01.12.1989;0.7;Hemse;;;;;
;336;1989;1989336;02.12.1989;1.3;Hemse;;;;;
;337;1989;1989337;03.12.1989;4.6;Hemse;;;;;
;338;1989;1989338;04.12.1989;2.3;Hemse;;;;;
;339;1989;1989339;05.12.1989;-2.1;Hemse;;;;;
;340;1989;1989340;06.12.1989;1.7;Hemse;;;;;
;341;1989;1989341;07.12.1989;-3.8;Hemse;;;;;
;342;1989;1989342;08.12.1989;-3.6;Hemse;;;;;
;343;1989;1989343;09.12.1989;-6.2;Hemse;;;;;
;344;1989;1989344;10.12.1989;-3.3;Hemse;;;;;
;345;1989;1989345;11.12.1989;-1.2;Hemse;;;;;
;346;1989;1989346;12.12.1989;-2.6;Hemse;;;;;
;347;1989;1989347;13.12.1989;-5.7;Hemse;;;;;
;348;1989;1989348;14.12.1989;-9.1;Hemse;;;;;
;349;1989;1989349;15.12.1989;-9.6;Hemse;;;;;
;350;1989;1989350;16.12.1989;-9.2;Hemse;;;;;
;351;1989;1989351;17.12.1989;2.5;Hemse;;;;;
;352;1989;1989352;18.12.1989;5.3;Hemse;;;;;
;353;1989;1989353;19.12.1989;4.8;Hemse;;;;;
;354;1989;1989354;20.12.1989;-0.9;Hemse;;;;;
;355;1989;1989355;21.12.1989;4.4;Hemse;;;;;
;356;1989;1989356;22.12.1989;5.1;Hemse;;;;;
;357;1989;1989357;23.12.1989;3.8;Hemse;;;;;
;358;1989;1989358;24.12.1989;3.3;Hemse;;;;;
;359;1989;1989359;25.12.1989;4.5;Hemse;;;;;
;360;1989;1989360;26.12.1989;3.8;Hemse;;;;;
;361;1989;1989361;27.12.1989;2.4;Hemse;;;;;
;362;1989;1989362;28.12.1989;1.3;Hemse;;;;;
;363;1989;1989363;29.12.1989;1;Hemse;;;;;
;364;1989;1989364;30.12.1989;0.3;Hemse;;;;;
;365;1989;1989365;31.12.1989;-0.6;Hemse;;;;;
;001;1990;1990001;01.01.1990;-1.5;Hemse;;;;;
;002;1990;1990002;02.01.1990;-1.6;Hemse;;;;;
;003;1990;1990003;03.01.1990;-0.9;Hemse;;;;;
;004;1990;1990004;04.01.1990;-0.7;Hemse;;;;;
;005;1990;1990005;05.01.1990;-0.7;Hemse;;;;;
;006;1990;1990006;06.01.1990;0.9;Hemse;;;;;
;007;1990;1990007;07.01.1990;2.1;Hemse;;;;;
;008;1990;1990008;08.01.1990;1.9;Hemse;;;;;
;009;1990;1990009;09.01.1990;2;Hemse;;;;;
;010;1990;1990010;10.01.1990;3.4;Hemse;;;;;
;011;1990;1990011;11.01.1990;4.8;Hemse;;;;;
;012;1990;1990012;12.01.1990;4;Hemse;;;;;
;013;1990;1990013;13.01.1990;3.1;Hemse;;;;;
;014;1990;1990014;14.01.1990;1;Hemse;;;;;
;015;1990;1990015;15.01.1990;3.7;Hemse;;;;;
;016;1990;1990016;16.01.1990;4.9;Hemse;;;;;
;017;1990;1990017;17.01.1990;4.9;Hemse;;;;;
;018;1990;1990018;18.01.1990;3.6;Hemse;;;;;
;019;1990;1990019;19.01.1990;1.6;Hemse;;;;;
;020;1990;1990020;20.01.1990;4;Hemse;;;;;
;021;1990;1990021;21.01.1990;0.7;Hemse;;;;;
;022;1990;1990022;22.01.1990;1.7;Hemse;;;;;
;023;1990;1990023;23.01.1990;5;Hemse;;;;;
;024;1990;1990024;24.01.1990;3.1;Hemse;;;;;
;025;1990;1990025;25.01.1990;2.4;Hemse;;;;;
;026;1990;1990026;26.01.1990;4.8;Hemse;;;;;
;027;1990;1990027;27.01.1990;3.6;Hemse;;;;;
;028;1990;1990028;28.01.1990;3.7;Hemse;;;;;
;029;1990;1990029;29.01.1990;3.6;Hemse;;;;;
;030;1990;1990030;30.01.1990;3.3;Hemse;;;;;
;031;1990;1990031;31.01.1990;5.3;Hemse;;;;;
;032;1990;1990032;01.02.1990;4.5;Hemse;;;;;
;033;1990;1990033;02.02.1990;2.6;Hemse;;;;;
;034;1990;1990034;03.02.1990;4.5;Hemse;;;;;
;035;1990;1990035;04.02.1990;3.8;Hemse;;;;;
;036;1990;1990036;05.02.1990;5.3;Hemse;;;;;
;037;1990;1990037;06.02.1990;5;Hemse;;;;;
;038;1990;1990038;07.02.1990;5.3;Hemse;;;;;
;039;1990;1990039;08.02.1990;6.1;Hemse;;;;;
;040;1990;1990040;09.02.1990;4.4;Hemse;;;;;
;041;1990;1990041;10.02.1990;3.6;Hemse;;;;;
;042;1990;1990042;11.02.1990;3.1;Hemse;;;;;
;043;1990;1990043;12.02.1990;3.3;Hemse;;;;;
;044;1990;1990044;13.02.1990;2.2;Hemse;;;;;
;045;1990;1990045;14.02.1990;0.4;Hemse;;;;;
;046;1990;1990046;15.02.1990;-0.3;Hemse;;;;;
;047;1990;1990047;16.02.1990;0.3;Hemse;;;;;
;048;1990;1990048;17.02.1990;-0.1;Hemse;;;;;
;049;1990;1990049;18.02.1990;2.7;Hemse;;;;;
;050;1990;1990050;19.02.1990;2.3;Hemse;;;;;
;051;1990;1990051;20.02.1990;6.4;Hemse;;;;;
;052;1990;1990052;21.02.1990;7.4;Hemse;;;;;
;053;1990;1990053;22.02.1990;6.9;Hemse;;;;;
;054;1990;1990054;23.02.1990;7.8;Hemse;;;;;
;055;1990;1990055;24.02.1990;6.2;Hemse;;;;;
;056;1990;1990056;25.02.1990;6.6;Hemse;;;;;
;057;1990;1990057;26.02.1990;5.2;Hemse;;;;;
;058;1990;1990058;27.02.1990;4.2;Hemse;;;;;
;059;1990;1990059;28.02.1990;1.4;Hemse;;;;;
;060;1990;1990060;01.03.1990;0.9;Hemse;;;;;
;061;1990;1990061;02.03.1990;-0.3;Hemse;;;;;
;062;1990;1990062;03.03.1990;1;Hemse;;;;;
;063;1990;1990063;04.03.1990;2.8;Hemse;;;;;
;064;1990;1990064;05.03.1990;3.3;Hemse;;;;;
;065;1990;1990065;06.03.1990;4.3;Hemse;;;;;
;066;1990;1990066;07.03.1990;4.5;Hemse;;;;;
;067;1990;1990067;08.03.1990;5.8;Hemse;;;;;
;068;1990;1990068;09.03.1990;3.3;Hemse;;;;;
;069;1990;1990069;10.03.1990;2.9;Hemse;;;;;
;070;1990;1990070;11.03.1990;3.5;Hemse;;;;;
;071;1990;1990071;12.03.1990;6.5;Hemse;;;;;
;072;1990;1990072;13.03.1990;-0.6;Hemse;;;;;
;073;1990;1990073;14.03.1990;0.1;Hemse;;;;;
;074;1990;1990074;15.03.1990;4;Hemse;;;;;
;075;1990;1990075;16.03.1990;7.2;Hemse;;;;;
;076;1990;1990076;17.03.1990;8.2;Hemse;;;;;
;077;1990;1990077;18.03.1990;8.4;Hemse;;;;;
;078;1990;1990078;19.03.1990;8.4;Hemse;;;;;
;079;1990;1990079;20.03.1990;6.2;Hemse;;;;;
;080;1990;1990080;21.03.1990;6.4;Hemse;;;;;
;081;1990;1990081;22.03.1990;7.3;Hemse;;;;;
;082;1990;1990082;23.03.1990;6.5;Hemse;;;;;
;083;1990;1990083;24.03.1990;6.8;Hemse;;;;;
;084;1990;1990084;25.03.1990;5.5;Hemse;;;;;
;085;1990;1990085;26.03.1990;1.7;Hemse;;;;;
;086;1990;1990086;27.03.1990;-0.6;Hemse;;;;;
;087;1990;1990087;28.03.1990;-0.4;Hemse;;;;;
;088;1990;1990088;29.03.1990;2.9;Hemse;;;;;
;089;1990;1990089;30.03.1990;6.9;Hemse;;;;;
;090;1990;1990090;31.03.1990;7.6;Hemse;;;;;
1;091;1990;1990091;01.04.1990;NA;NA;;;;;
1;092;1990;1990092;02.04.1990;NA;NA;;;;;
1;093;1990;1990093;03.04.1990;NA;NA;;;;;
1;094;1990;1990094;04.04.1990;NA;NA;;;;;
1;095;1990;1990095;05.04.1990;NA;NA;;;;;
1;096;1990;1990096;06.04.1990;NA;NA;;;;;
1;097;1990;1990097;07.04.1990;NA;NA;;;;;
1;098;1990;1990098;08.04.1990;NA;NA;;;;;
1;099;1990;1990099;09.04.1990;NA;NA;;;;;
1;100;1990;1990100;10.04.1990;NA;NA;;;;;
1;101;1990;1990101;11.04.1990;NA;NA;;;;;
1;102;1990;1990102;12.04.1990;NA;NA;;;;;
1;103;1990;1990103;13.04.1990;NA;NA;;;;;
1;104;1990;1990104;14.04.1990;NA;NA;;;;;
1;105;1990;1990105;15.04.1990;NA;NA;;;;;
1;106;1990;1990106;16.04.1990;NA;NA;;;;;
1;107;1990;1990107;17.04.1990;NA;NA;;;;;
1;108;1990;1990108;18.04.1990;NA;NA;;;;;
1;109;1990;1990109;19.04.1990;NA;NA;;;;;
